longitude,latitude,Level_0_(pieces/m3),Level_1_(pieces/m3),Level_2p_(pieces/km2)
66.0,-6.0,-9.672420135120676e-92,-9.707937940735496e-92,1.4714799367408358e-89
68.0,-6.0,-2.9627347746019615e-95,-2.9728950034930143e-95,4.024692571641725e-93
70.0,-6.0,-4.2525086961343594e-97,-4.247076250475266e-97,1.118574621411283e-95
72.0,-6.0,2.2534560227363935e-97,2.2661804739256552e-97,5.508008533344286e-91
74.0,-6.0,2.4791530674634386e-74,2.4911976607434555e-74,5.8871870975710286e-68
76.0,-6.0,8.909927897051877e-55,8.947003497840831e-55,2.115514689660261e-48
78.0,-6.0,1.1505261178957099e-38,1.1536733070107208e-38,2.758010517807939e-32
80.0,-6.0,1.7085177885666788e-25,1.7014656745621117e-25,4.498655274053263e-19
82.0,-6.0,6.827861215525157e-15,6.7912294656985385e-15,1.856988078501884e-08
84.0,-6.0,1.2019759087001345e-07,1.19668935821654e-07,0.32754124526057155
86.0,-6.0,0.0007131861658508915,0.0007107711355261034,1949.4691292426119
88.0,-6.0,-0.004741665264955036,-0.004725455555430788,951.971413180705
90.0,-6.0,0.28352805879747167,0.2840521560495908,268643.4784218745
92.0,-6.0,-0.015771763954937006,-0.015767158065121176,-26823.600068584907
94.0,-6.0,0.014461987056405542,0.014508596931107468,28543.36212503526
96.0,-6.0,0.07776528998544638,0.07778912447965625,147151.5115627933
98.0,-6.0,-0.017935120624570502,-0.017921059455800827,-20454.91625346283
100.0,-6.0,0.004862177501380313,0.004855793282724578,3782.1354049407187
102.0,-6.0,1.2194928802273477e-05,1.2192276909939766e-05,12.134971989319633
104.0,-6.0,-0.001176080748205133,-0.0011806141573545675,-0.45293074584076515
106.0,-6.0,0.06361221539599704,0.06221859900379023,-548.5019247973603
108.0,-6.0,0.6072786251465714,0.608235963557234,-225.4068415928692
110.0,-6.0,0.00016044052838846558,0.0001607681838277983,-0.031422923065983904
112.0,-6.0,1.0882907980781183e-11,1.0906786255807159e-11,-1.4851824592404406e-09
114.0,-6.0,2.2226884605010743e-22,2.2277488308186537e-22,-2.3783191802995563e-20
116.0,-6.0,1.438286994231059e-36,1.4416523276637156e-36,-1.2893745019746115e-34
118.0,-6.0,-8.690706429589379e-47,-8.696025271502725e-47,6.397411461153194e-47
120.0,-6.0,-1.7089003505040987e-37,-1.7063066932837999e-37,3.7569657877089644e-38
122.0,-6.0,-6.47473805186363e-31,-6.4678684136020865e-31,1.4905956897606104e-31
124.0,-6.0,-8.572334157054382e-28,-8.567383479651688e-28,2.207376497981534e-28
126.0,-6.0,-7.030830967481006e-23,-7.026376912543454e-23,-8.369714017458007e-25
128.0,-6.0,-9.850386401968028e-18,-9.851828775937873e-18,2.31439937647738e-19
130.0,-6.0,-9.900273370172222e-16,-9.902794190332633e-16,2.9169114266052744e-17
132.0,-6.0,-3.539019827690703e-17,-3.5400722654075387e-17,1.0714233278868745e-18
134.0,-6.0,-4.25960086744989e-22,-4.26106716535607e-22,1.3129567264050064e-23
136.0,-6.0,6.741306382030326e-25,6.967000840127103e-25,1.0238487351091297e-23
138.0,-6.0,-2.9726363490259516e-17,-1.906268151778127e-18,8.372534323624224e-15
140.0,-6.0,-7.078481597220486e-10,-6.988614978003907e-10,-4.1621187740313456e-10
142.0,-6.0,-2.7301260660781465e-07,-2.728163704053127e-07,-1.090232090966008e-06
144.0,-6.0,-2.6804071284498984e-08,-2.6905466075934814e-08,-1.366059943356341e-07
146.0,-6.0,-7.888021085306155e-13,-7.938621318581258e-13,-4.4292864810658055e-12
148.0,-6.0,-7.233912055587693e-21,-7.295728652546085e-21,-4.35757790157445e-20
150.0,-6.0,-8.702071525884689e-33,-9.036891590845039e-33,2.531441836762075e-29
152.0,-6.0,2.141849182536003e-42,2.1373155710445495e-42,3.645416598965749e-36
154.0,-6.0,1.0403474564169867e-52,1.0380339416092924e-52,1.7163346938291953e-46
156.0,-6.0,1.6582314931991978e-66,1.6540520495583324e-66,2.6747172420016313e-60
158.0,-6.0,8.727424452088728e-84,8.70183134086908e-84,1.3844244108272018e-77
160.0,-6.0,1.5231182014784804e-104,1.5179105008405027e-104,2.3857263623213366e-98
162.0,-6.0,8.839796627170167e-129,8.804831125923597e-129,1.3711524093722888e-122
164.0,-6.0,9.205106302979572e-126,9.718668326057655e-126,6.89818707632661e-123
166.0,-6.0,-1.097611422125662e-114,-1.2383849206433692e-114,4.0149729295497194e-112
168.0,-6.0,-9.749950063764866e-98,-1.0118879935546331e-97,5.931376818571126e-97
170.0,-6.0,-1.536084672367779e-84,-1.5662762276853557e-84,-9.674895161833715e-83
172.0,-6.0,-7.235458296878319e-75,-7.3112752645807725e-75,-7.044931000071262e-73
174.0,-6.0,-1.0735179774800428e-68,-1.0787922048905798e-68,-1.2644656818160573e-66
176.0,-6.0,-5.135516652057479e-66,-5.141406748265155e-66,-6.737937505714096e-64
178.0,-6.0,-8.020698547474086e-67,-8.007874807849277e-67,-1.1277741272021398e-64
180.0,-6.0,-4.120344335445805e-71,-4.105039580904114e-71,-6.077685052280758e-69
-180.0,-4.0,6.93394386865505e-42,7.015991358896529e-42,1.3284456814568039e-35
-178.0,-4.0,-3.0188527987922517e-28,-3.014777344782398e-28,-5.577560979939322e-22
-176.0,-4.0,-1.2025582024839352e-18,-1.2015633893694922e-18,-2.2257696356458515e-12
-174.0,-4.0,-1.0369252099583129e-13,-1.0268475627628787e-13,-1.8074631113419436e-07
-172.0,-4.0,1.2336005123676954e-08,1.2343961883171636e-08,0.022964710187076215
-170.0,-4.0,3.4931634840628035e-08,3.4963084624787067e-08,0.06499053169087528
-168.0,-4.0,-6.551022252770032e-11,-6.572331857668231e-11,-0.00012084281238767127
-166.0,-4.0,2.803333519345189e-15,2.6860460944358937e-15,1.0642008675067904e-08
-164.0,-4.0,1.5405445490445472e-09,1.360276308144717e-09,1.1497886153592536e-05
-162.0,-4.0,1.0919155209523451e-05,1.0174413581600712e-05,0.057615369528903
-160.0,-4.0,0.646421897250834,0.6116295786443011,3322.784512740547
-158.0,-4.0,37.964848408931374,35.59125769001546,207225.54741992336
-156.0,-4.0,-28.087347353308502,-26.972855168663045,-127258.47562728461
-154.0,-4.0,8.132100928672912,7.657666557254053,42044.60974442646
-152.0,-4.0,-0.00045825849751056054,-0.0003826213994104037,-7.523846878722484
-150.0,-4.0,-0.0025408063589202334,-0.00243165239345685,-13.615725673101565
-148.0,-4.0,-0.022292930269095023,-0.021343128864936108,-743.2745389459833
-146.0,-4.0,0.000792565426417053,0.0007507227519863435,4683.957391228465
-144.0,-4.0,0.029297227148054578,0.03094075129739811,870.1541284868508
-142.0,-4.0,0.0023571908783387215,0.002596683501151246,-10935.778282272995
-140.0,-4.0,0.03081893627623537,0.030893876331478404,24733.70111264037
-138.0,-4.0,0.0018540163162206818,0.0018961405561902604,628.0761070028881
-136.0,-4.0,-0.0007244921284081634,-0.00040760680004339387,-9652.352756900778
-134.0,-4.0,-0.0006071231085451254,-0.00047058391922838623,-8107.089846880641
-132.0,-4.0,0.0011987276618950847,0.0008065283805825045,14812.922239974201
-130.0,-4.0,-7.173734579213244e-05,-2.985838636361017e-05,-674.3880703749321
-128.0,-4.0,3.27907031035992e-05,3.740996760946393e-05,-48.88431024272472
-126.0,-4.0,-2.8114342654888684e-06,-3.0167780111890743e-06,-0.44126493906762815
-124.0,-4.0,-5.647210707006496e-10,-6.424924649533789e-10,0.00027760768024978714
-122.0,-4.0,1.519735173065291e-11,1.2616184033624076e-11,2.0662981961627784e-05
-120.0,-4.0,-8.306998131652599e-11,-6.901905531997642e-11,-0.0001055854127709183
-118.0,-4.0,1.4788346662215091e-09,1.2296949103518854e-09,0.0025475839126573754
-116.0,-4.0,2.0126136313315722e-07,1.6679306666863746e-07,0.3444675142678107
-114.0,-4.0,-5.63669029313079e-07,-4.758571737342534e-07,-0.9188471228120152
-112.0,-4.0,1.5288197620624868e-05,1.2723870231907917e-05,23.02172494391067
-110.0,-4.0,0.00016615231394653156,0.00013790299418543693,250.26586540759246
-108.0,-4.0,-2.448393022429017e-05,-2.0367939276315522e-05,-36.93530633178109
-106.0,-4.0,-7.611122521324714e-06,-6.327524430822276e-06,-11.468972603475905
-104.0,-4.0,-5.835949627399349e-07,-4.853245716066931e-07,-0.879810369220753
-102.0,-4.0,1.4236467178798942e-08,1.1831411154718569e-08,0.021471010422791332
-100.0,-4.0,2.2576207694760667e-10,1.8794397897874836e-10,0.0003443909779828646
-98.0,-4.0,1.5736893301114085e-11,1.3129086817987702e-11,2.4903043079999287e-05
-96.0,-4.0,-1.800805718319349e-10,-1.5255509050776162e-10,-0.0003155929474439335
-94.0,-4.0,1.1852654258858775e-09,1.002870828610296e-09,0.002075109545944776
-92.0,-4.0,2.1012540245361744e-08,1.77818403031312e-08,0.03681491953642215
-90.0,-4.0,1.552441514158579e-07,1.314139006824081e-07,0.2716126038957891
-88.0,-4.0,5.516108533110908e-10,4.667911514429804e-10,0.0009648251989920697
-86.0,-4.0,5.190451248623692e-16,4.389061923923078e-16,9.072708330259554e-10
-84.0,-4.0,1.1284547188690683e-25,9.515551740202085e-26,1.9685087667948038e-19
-82.0,-4.0,3.6683651767246604e-38,3.103074943879323e-38,6.411211147808266e-32
-80.0,-4.0,-4.730449355989389e-53,-3.9932893976207e-53,-8.262949089658084e-47
-78.0,-4.0,-8.894298005433896e-66,-7.474600320505174e-66,-1.115067682666889e-59
-76.0,-4.0,-2.605329959666732e-79,-2.190819149848851e-79,-3.2657004391722325e-73
-74.0,-4.0,-2.5630597896444465e-96,-2.1566185279390264e-96,-3.2136173994065856e-90
-72.0,-4.0,2.033444681495762e-107,2.092627088954673e-107,-8.732620967722623e-103
-70.0,-4.0,1.4942038766928735e-98,1.5378926618844485e-98,-6.423759452571124e-94
-68.0,-4.0,3.890459193846152e-93,4.006189818059408e-93,-1.6781017421675368e-88
-66.0,-4.0,7.162832148867314e-90,7.380432219162394e-90,-3.150386061754266e-85
-64.0,-4.0,2.7832843736538177e-89,2.8670307309574914e-89,-1.2238143381013334e-84
-62.0,-4.0,3.651771275537798e-92,3.760997432914233e-92,-1.6049061173876974e-87
-60.0,-4.0,-2.8872543906521903e-93,-3.1856336022935857e-93,5.267295868402905e-88
-58.0,-4.0,-2.8121562558364497e-92,-3.101644793625341e-92,5.124049024729593e-87
-56.0,-4.0,-9.201688135363297e-95,-1.0145437080020889e-94,1.6747002792152435e-89
-54.0,-4.0,-1.0111632062398381e-100,-1.1145203026353684e-100,1.8382174402514016e-95
-52.0,-4.0,-3.719579359319986e-110,-4.0989016411479146e-110,6.752867753427216e-105
-50.0,-4.0,-4.460334676903565e-123,-4.9174622783573306e-123,8.06968270268802e-118
-48.0,-4.0,-1.340220746952023e-139,-1.4894687448026905e-139,2.3527354229326214e-134
-46.0,-4.0,2.294310251006171e-120,2.2982859228803474e-120,4.223797834616677e-114
-44.0,-4.0,1.1643119660956058e-96,1.1660430288892487e-96,2.1603482722258625e-90
-42.0,-4.0,1.5494179046845993e-75,1.5452923575412441e-75,3.185700215548231e-69
-40.0,-4.0,2.34288762581633e-56,2.341179855459143e-56,4.945409698787635e-50
-38.0,-4.0,1.039283504571289e-39,1.0395695774981918e-39,2.2092847267244257e-33
-36.0,-4.0,2.2529694004092514e-26,2.2533825085503949e-26,4.792296108590177e-20
-34.0,-4.0,1.9892705017515148e-16,1.9899979490424803e-16,4.176723203493166e-10
-32.0,-4.0,8.617848151752273e-09,8.629443815506111e-09,0.016931432193302433
-30.0,-4.0,0.0006787577217785509,0.0006793305179832922,1328.0319878844673
-28.0,-4.0,0.020086057265264044,0.02009119119139881,39326.08845243937
-26.0,-4.0,0.0005399815778431122,0.0005395862931264146,1064.6445896064765
-24.0,-4.0,3.337932681812527e-08,3.3315709715429625e-08,0.06605154149331377
-22.0,-4.0,9.865346910945035e-16,9.836620694539656e-16,1.952647717111595e-09
-20.0,-4.0,1.522821739401688e-19,-8.801422565336003e-22,-4.4316671285851386e-17
-18.0,-4.0,2.0639829160139653e-12,-7.895146929824906e-16,-8.111107613374223e-10
-16.0,-4.0,8.478442802580355e-08,1.3110275401812948e-11,-0.00031375960665477767
-14.0,-4.0,0.0013872701631713943,4.854053675684752e-09,-0.4937472768471979
-12.0,-4.0,-0.019670083420463225,-6.56405490783533e-07,-64.55274000065074
-10.0,-4.0,0.5385043675369634,6.91659595092015e-07,-282.185561996211
-8.0,-4.0,0.0011253363232878461,1.4844076030318892e-09,-0.5855411599167865
-6.0,-4.0,-4.7088627597232547e-07,5.342556180073671e-14,-0.0003893940750872667
-4.0,-4.0,-1.9108606603000697e-05,2.1477597053568765e-12,-0.01662893361990429
-2.0,-4.0,2.5257529327561338e-08,7.877753899865216e-15,-0.00026408261878042985
0.0,-4.0,1.0810529969047307e-11,1.516937414743673e-18,-1.3909997160422044e-08
2.0,-4.0,1.432120039245148e-16,-8.409553741524219e-23,-6.187462792907483e-14
4.0,-4.0,2.5073696385483104e-24,1.4936883564201411e-28,-1.1507277053932953e-21
6.0,-4.0,2.773568787438201e-33,1.0705692926571141e-36,-2.7745359456366947e-30
8.0,-4.0,6.58527969917599e-45,2.5521830547275788e-48,-6.599998120250043e-42
10.0,-4.0,5.263221545598999e-60,2.0229838462880443e-63,-5.273243752619515e-57
12.0,-4.0,1.4083745375147115e-78,-1.6760147228522514e-81,-1.4143029274042752e-75
14.0,-4.0,2.2178749921223934e-101,-8.662067479305415e-101,-1.6502464328365922e-97
16.0,-4.0,-7.99993330492469e-124,-8.581075475853263e-124,-4.749165334999839e-121
18.0,-4.0,4.991450484405766e-150,1.0197560530209582e-150,-1.6360685787940438e-147
20.0,-4.0,-1.3136709666390388e-179,-7.436699140191951e-180,-1.51601910138551e-176
22.0,-4.0,4.371480865695107e-211,2.058158786287066e-211,-2.6194448457892333e-208
24.0,-4.0,1.9844491284603763e-245,-1.1110478532403865e-245,-2.2799184854838254e-242
26.0,-4.0,4.9120765412196854e-282,2.797177469908193e-284,-4.064799699798011e-279
28.0,-4.0,7.4415e-319,-2.0742e-319,-2.70424914e-316
30.0,-4.0,0.0,0.0,0.0
32.0,-4.0,0.0,0.0,0.0
34.0,-4.0,0.0,0.0,0.0
36.0,-4.0,0.0,0.0,0.0
38.0,-4.0,0.0,0.0,0.0
40.0,-4.0,-2.64159455e-316,-2.65667566e-316,1.443186596e-315
42.0,-4.0,-2.1531947718659307e-280,-2.164482733063523e-280,1.176800966886711e-279
44.0,-4.0,-5.8876636927328635e-248,-5.9158125436327955e-248,3.219073188823001e-247
46.0,-4.0,-5.4006597613876365e-219,-5.423989335496554e-219,2.953947892133605e-218
48.0,-4.0,-1.6618613425316076e-193,-1.6682740515067695e-193,9.093246287620945e-193
50.0,-4.0,-1.7154848938273148e-171,-1.7213140252526728e-171,9.390294711134643e-171
52.0,-4.0,-5.940502122828768e-153,-5.957951516498548e-153,3.2529968004655382e-152
54.0,-4.0,-6.900865413124895e-138,-6.917958731278322e-138,3.780351601078806e-137
56.0,-4.0,-2.6892309716032212e-126,-2.6946546527026836e-126,1.473753662442121e-125
58.0,-4.0,-3.515578468754195e-118,-3.5210517295001226e-118,1.92735513459162e-117
60.0,-4.0,-1.5417346472061766e-113,-1.543426106900259e-113,8.45556705022168e-113
62.0,-4.0,-2.26812305743713e-112,-2.2695691699509244e-112,1.2444225624461365e-111
64.0,-4.0,-1.1194250082856477e-114,-1.1196248094596412e-114,6.1545484467592955e-114
66.0,-4.0,-5.758493582605329e-119,-5.781699781062334e-119,8.542832618593462e-117
68.0,-4.0,-1.5360112725367584e-122,-1.5427213989728197e-122,2.286598138393405e-120
70.0,-4.0,-4.8935037211461384e-113,-4.890367193298201e-113,-9.136733007096533e-113
72.0,-4.0,-5.921441108804484e-92,-5.9151244855280966e-92,-1.1063938904160015e-91
74.0,-4.0,-2.403695896570237e-74,-2.4001087849991116e-74,-4.489893328500871e-74
76.0,-4.0,-3.2650267156984825e-60,-3.2588106086476993e-60,2.2175304644374002e-56
78.0,-4.0,3.6670887798451386e-45,3.641235418713984e-45,9.95591217799946e-39
80.0,-4.0,5.777941938876527e-31,5.742906056918107e-31,1.5704887403398157e-24
82.0,-4.0,3.058113752894193e-20,3.0426334774677224e-20,8.320689036757621e-14
84.0,-4.0,5.429866273411506e-13,5.407826287299103e-13,1.4789004493576306e-06
86.0,-4.0,3.2570337851279695e-09,3.2475269731515377e-09,0.008855227554417198
88.0,-4.0,6.36366755012872e-06,6.381594998317016e-06,6.506261744192877
90.0,-4.0,0.00010239723788176821,0.00010260696794207125,99.22220104754635
92.0,-4.0,-9.115298240652885e-07,-9.115010774102541e-07,-1.6882605265650936
94.0,-4.0,0.0007055102484448737,0.0007054030433357198,1333.9091880606568
96.0,-4.0,0.0013122596233788556,0.0013130669149087405,2480.3364551417617
98.0,-4.0,-4.9514530122981144e-05,-4.948988568682511e-05,-58.086515314121556
100.0,-4.0,9.124556758032086e-07,9.060587418963283e-07,-0.9617035821462459
102.0,-4.0,7.934985045043662e-09,7.922775028630834e-09,0.0068306071637995154
104.0,-4.0,-1.4702781794047385e-07,-1.7886430107649492e-07,-0.006360471543423413
106.0,-4.0,0.020785897577172502,0.020804790728319145,-7.765892788679973
108.0,-4.0,0.01677669360850878,0.016806205051134344,-3.217328871838686
110.0,-4.0,3.4185811495554485e-06,3.4254970145131034e-06,-0.0004520432235677965
112.0,-4.0,2.0885265130091406e-13,2.0930257115538472e-13,-2.1525653713647637e-11
114.0,-4.0,4.035783884025719e-24,4.044832685871902e-24,-3.4712637299930796e-22
116.0,-4.0,2.525729908744233e-38,2.5315788023625996e-38,-1.8941200142997717e-36
118.0,-4.0,5.183703407797826e-56,5.196075474132856e-56,-3.494124950341423e-54
120.0,-4.0,-1.258565548074208e-53,-1.2565222165909668e-53,2.776443806511324e-54
122.0,-4.0,-4.839841277225004e-47,-4.83427366152571e-47,1.2142128904320016e-47
124.0,-4.0,-1.039454269271824e-43,-1.0387205082757898e-43,2.291231239883015e-44
126.0,-4.0,-4.9659036729722274e-36,-4.9653288676217094e-36,4.742371459531901e-38
128.0,-4.0,-1.2577501659094693e-30,-1.2580884631312932e-30,3.5640800507480236e-32
130.0,-4.0,-1.3274693066492405e-28,-1.3278795069658013e-28,3.982058427342205e-30
132.0,-4.0,-4.758904694699223e-30,-4.7605110325862234e-30,1.4555534361689693e-31
134.0,-4.0,-5.731378033742225e-35,-5.733514338047332e-35,1.783914835448923e-36
136.0,-4.0,2.1476730845620757e-35,2.3743338506640887e-35,6.485442612398901e-34
138.0,-4.0,-7.885575363558726e-26,-7.608402391819431e-26,2.2859401146467573e-25
140.0,-4.0,-1.1321601222501134e-19,-1.1234409129595105e-19,-3.7515156101631903e-19
142.0,-4.0,-3.533994520566712e-17,-3.5330568986764874e-17,-1.7081946272261712e-16
144.0,-4.0,-3.196550322645974e-18,-3.2077560733233476e-18,2.990196832352422e-17
146.0,-4.0,8.377301984923045e-20,8.302885834199989e-20,2.318729259945054e-13
148.0,-4.0,1.5582874722360192e-19,1.5519982059394467e-19,3.3583657353783377e-13
150.0,-4.0,8.000273573956973e-23,7.979525963670645e-23,1.5282449398238922e-16
152.0,-4.0,1.2591879509081035e-29,1.2564202429749714e-29,2.241819691837014e-23
154.0,-4.0,6.316175352000229e-40,6.301933705172889e-40,1.0745442122089973e-33
156.0,-4.0,1.0287996493004632e-53,1.0261827069412952e-53,1.696380380916432e-47
158.0,-4.0,5.4986582820193515e-71,5.482355828641449e-71,8.86536961034066e-65
160.0,-4.0,9.705298028558964e-92,9.671655220781475e-92,1.5389424558441747e-85
162.0,-4.0,5.680701445038787e-116,5.657869146606261e-116,8.894750492111726e-110
164.0,-4.0,1.105809053030685e-143,1.100716142487807e-143,1.7146589917211074e-137
166.0,-4.0,-7.189360843299989e-138,-7.571170880854136e-138,2.4782166410957158e-136
168.0,-4.0,-3.5328544405917363e-121,-3.630639323423377e-121,-1.8090807298843314e-119
170.0,-4.0,-5.070391700005746e-108,-5.150044988149076e-108,-4.619187212874804e-106
172.0,-4.0,-2.2715611850980606e-98,-2.291373677679084e-98,-2.5894333927426915e-96
174.0,-4.0,-3.2667292288648145e-92,-3.280167391510908e-92,-4.204999586451574e-90
176.0,-4.0,-1.5299181039237961e-89,-1.5311720603517088e-89,-2.1251262825096413e-87
178.0,-4.0,-2.353116044446908e-90,-2.3491710020887284e-90,-3.442550294352787e-88
180.0,-4.0,-1.1949692985150854e-94,-1.1906012713556174e-94,-1.8146381928600616e-92
-180.0,-2.0,-2.4341193960428328e-48,-2.4281149592933153e-48,-4.487509291436548e-42
-178.0,-2.0,-1.4653427095380722e-35,-1.460859415046535e-35,-2.684272626975487e-29
-176.0,-2.0,9.968336517385843e-25,9.963412223572016e-25,1.857137404344658e-18
-174.0,-2.0,2.6687030177021965e-17,2.667902865446631e-17,4.9664275717897076e-11
-172.0,-2.0,-3.54288720131351e-14,-3.6258289586287086e-14,-6.635112876663155e-08
-170.0,-2.0,-5.611064896820332e-11,-5.629756761060603e-11,3.212847960922319e-06
-168.0,-2.0,7.980156775089402e-10,7.988019448181101e-10,0.002860175222658956
-166.0,-2.0,1.2723643473471826e-09,1.2061962479886035e-09,-0.00032189562799540047
-164.0,-2.0,0.003464977828357372,0.003281319674943124,16.943321332634568
-162.0,-2.0,-0.9195397441317111,-0.9535456596946833,-1305.317353196279
-160.0,-2.0,43.43427087436077,42.3294374599423,163364.30909543025
-158.0,-2.0,-63.150623162763274,-58.614036136633786,-358855.5966605962
-156.0,-2.0,-78.38307397797003,-75.17481955101056,-366257.30799584044
-154.0,-2.0,-0.5791023391742687,-0.5509419024230436,-3362.965599874463
-152.0,-2.0,0.1593905817692145,0.15223946635183,817.7685662859174
-150.0,-2.0,-0.065567861526728,-0.062498951518547424,-344.46427378579756
-148.0,-2.0,0.018077780257205276,0.017246667188357927,99.54355933501085
-146.0,-2.0,0.012885067971204856,0.013635035130410028,-12759.579267759555
-144.0,-2.0,-0.025046327875907718,-0.027397988928851234,46630.15964767115
-142.0,-2.0,0.021079909075846243,0.02212004767282041,-15223.877672998342
-140.0,-2.0,0.011418968782542777,0.011776727897677117,2526.83273550319
-138.0,-2.0,0.0004292037014775826,0.00044245218426928464,51.28459269622801
-136.0,-2.0,5.2405890051579e-06,-2.5513897385505916e-05,975.1511939646789
-134.0,-2.0,6.111573291413502e-05,-0.00027224544398832934,10099.908132114908
-132.0,-2.0,-0.00014860517210215978,-4.6307425224786144e-05,-297.578159652292
-130.0,-2.0,-0.0012885492377228695,-0.0015487405620668799,3089.26328592716
-128.0,-2.0,0.0009127101391394428,0.0009751841729369547,128.24957374591705
-126.0,-2.0,-0.0008425630108067518,-0.0009083039792432025,48.11514872219031
-124.0,-2.0,-4.0866373162485834e-05,-4.354738333671566e-05,-0.7755392702153768
-122.0,-2.0,-1.564183238935305e-08,-1.6081565170781885e-08,-0.0003342532271969586
-120.0,-2.0,2.932420063275393e-12,2.983266801357836e-12,6.861927162179133e-08
-118.0,-2.0,4.452991432308256e-16,3.95484198527475e-16,5.306720625149705e-10
-116.0,-2.0,2.413715629473647e-14,1.9963598456658044e-14,4.113883226778394e-08
-114.0,-2.0,9.581812799454284e-12,7.939829922275072e-12,1.4294068031945324e-05
-112.0,-2.0,-1.723459206788129e-10,-1.4498739151929472e-10,-0.000261451505730868
-110.0,-2.0,5.014934562437243e-08,4.149371773631504e-08,0.07551369754421297
-108.0,-2.0,-2.757475197881504e-08,-2.2942169642193274e-08,-0.04163316857327469
-106.0,-2.0,5.1885923783802736e-08,4.3236270954372236e-08,0.07835639769092674
-104.0,-2.0,-6.939975083393413e-08,-5.7632348436285854e-08,-0.10451205019945912
-102.0,-2.0,-1.9719311192440296e-08,-1.63840497644654e-08,-0.029733025683675446
-100.0,-2.0,1.5105391512544746e-09,1.2605830985290023e-09,0.00234932704445864
-98.0,-2.0,5.955337024580785e-09,5.044490251183129e-09,0.01029974210057852
-96.0,-2.0,-3.631053564525217e-08,-3.076849146387409e-08,-0.0636380522496503
-94.0,-2.0,2.6610020158210754e-06,2.2543915118664886e-06,4.663616075802324
-92.0,-2.0,1.5818618646976417e-05,1.3399183651480191e-05,27.734059782813816
-90.0,-2.0,0.000117531022128998,9.95317045288631e-05,205.87276325238423
-88.0,-2.0,3.1022148342964467e-07,2.6237903340292175e-07,0.543152278891525
-86.0,-2.0,7.831518530054081e-13,6.626285556385513e-13,1.3698724579233681e-06
-84.0,-2.0,-3.2861754008946492e-21,-2.7665079665771465e-21,-5.742921701001597e-15
-82.0,-2.0,-3.898304261347494e-30,-3.297937769856553e-30,-6.809792034045965e-24
-80.0,-2.0,-3.0749169565099974e-40,-2.5842767474726406e-40,-3.863006940649159e-34
-78.0,-2.0,-2.6721982047119655e-50,-2.2471297776619658e-50,-3.350212020960749e-44
-76.0,-2.0,-7.836470861300506e-64,-6.594028348254585e-64,-9.827565977414668e-58
-74.0,-2.0,-7.709328073409119e-81,-6.491089755148618e-81,-9.670831020037732e-75
-72.0,-2.0,1.2769271337961061e-83,1.3129440862143204e-83,-5.429896696979648e-79
-70.0,-2.0,9.038318337817296e-75,9.305187533603848e-75,-3.887300733568253e-70
-68.0,-2.0,2.133457217972879e-69,2.197279684327997e-69,-9.187921809560648e-65
-66.0,-2.0,1.7668065315375459e-66,1.821068971549303e-66,-7.7641521408018e-62
-64.0,-2.0,6.82624970437195e-66,7.033040112517538e-66,-2.9992419197536557e-61
-62.0,-2.0,8.989393321116926e-69,9.260105163646303e-69,-3.947298290209904e-64
-60.0,-2.0,-1.3987946556313323e-69,-1.5430741541168323e-69,2.549977066713269e-64
-58.0,-2.0,-1.3637981952919907e-68,-1.5039485034620588e-68,2.4831340270078205e-63
-56.0,-2.0,-4.464859779745399e-71,-4.922093984971006e-71,8.119918446285067e-66
-54.0,-2.0,-4.900235000391398e-77,-5.400678160817086e-77,8.900443188893059e-72
-52.0,-2.0,-1.7744296078614664e-86,-1.955965606563093e-86,3.2149037298723523e-81
-50.0,-2.0,-1.8355112666685328e-99,-2.0315176640255604e-99,3.2739044869229947e-94
-48.0,-2.0,4.5942589336800316e-116,4.7419189978634934e-116,-1.0138300200481935e-110
-46.0,-2.0,4.985913176230426e-134,5.08236352010266e-134,7.070961928550478e-128
-44.0,-2.0,6.686631783212295e-108,6.682396347610744e-108,1.4112279149665298e-101
-42.0,-2.0,2.9739657015235545e-84,2.9751032132251523e-84,6.307204282715485e-78
-40.0,-2.0,5.7729782907265974e-64,5.7747191470032544e-64,1.2247230795611722e-57
-38.0,-2.0,5.448415445912054e-47,5.455642613384926e-47,1.1288338877819546e-40
-36.0,-2.0,3.769533778217147e-32,3.7820364134832204e-32,7.391946746906907e-26
-34.0,-2.0,2.7104144178432768e-20,2.7180505215658734e-20,5.3052584100546684e-14
-32.0,-2.0,7.279856682137011e-12,7.296287161354956e-12,1.4261845455682934e-05
-30.0,-2.0,2.0730587933230457e-06,2.076149035577665e-06,4.090457679590705
-28.0,-2.0,0.001230444695891212,0.0012309933123780495,2434.9328819777816
-26.0,-2.0,0.0003196172746096132,0.0003194402069656105,632.0922159331075
-24.0,-2.0,-6.035421669888239e-08,-6.036024008517762e-08,-0.12925728118544602
-22.0,-2.0,-5.063873506528104e-13,-5.061204851079567e-13,-1.057900760334694e-06
-20.0,-2.0,1.1518756113086025e-12,-3.209217438173278e-15,-3.9934953585137887e-10
-18.0,-2.0,1.0915008255150894e-06,-5.875060419489047e-09,-0.00032555256479293356
-16.0,-2.0,0.0042629460482186176,-1.8867659539948287e-06,-1.9055769017839346
-14.0,-2.0,-0.13427326319083943,8.640559872888412e-07,-328.54053991306455
-12.0,-2.0,-0.23649062300508383,-2.230234714848832e-06,-1090.370538481072
